-1.074499011039733887e+00,6.970316886901855469e+00
-4.190810918807983398e-01,1.114917087554931641e+01
-1.615941643714904785e+00,7.765939235687255859e+00
-6.371881365776062012e-01,1.129038619995117188e+01
-6.892867684364318848e-01,6.944115161895751953e+00
-6.589378714561462402e-01,1.088006782531738281e+01
-3.048985004425048828e-01,4.104699611663818359e+00
-2.089612960815429688e+00,9.707015037536621094e+00
-2.231287479400634766e+00,9.545855522155761719e+00
-2.167176485061645508e+00,9.979773521423339844e+00
-9.367555975914001465e-01,1.044579696655273438e+01
-8.774092793464660645e-01,1.089581966400146484e+01
-8.432368636131286621e-01,1.047500324249267578e+01
-1.184627294540405273e+00,1.046269226074218750e+01
-5.228852629661560059e-01,6.405697345733642578e+00
-4.823566377162933350e-01,4.895654678344726562e+00
-3.868384361267089844e-01,1.105852985382080078e+01
-1.995253443717956543e+00,9.858240127563476562e+00
-9.846960902214050293e-01,1.067082309722900391e+01
-1.092632293701171875e+00,4.715398788452148438e+00
-6.418396830558776855e-01,1.092067813873291016e+01
-1.458277583122253418e+00,9.234476089477539062e+00
-7.422383427619934082e-01,8.777459144592285156e+00
-7.007759213447570801e-01,7.181186676025390625e+00
-7.501029968261718750e-01,8.997454643249511719e+00
-2.116875410079956055e+00,1.009057331085205078e+01
-1.146070480346679688e+00,1.081891536712646484e+01
-1.666475176811218262e+00,1.041851425170898438e+01
-1.029471874237060547e+00,8.739641189575195312e+00
-6.812819838523864746e-01,3.884810686111450195e+00
-2.016817808151245117e+00,1.031785202026367188e+01
-1.144383788108825684e+00,1.062683105468750000e+01
-6.626012921333312988e-01,1.035015583038330078e+01
-2.010175943374633789e+00,1.072728157043457031e+01
-1.990630388259887695e+00,9.573323249816894531e+00
-1.795493721961975098e+00,1.006338596343994141e+01
-2.147254228591918945e+00,1.018927478790283203e+01
-3.108484447002410889e-01,5.101224422454833984e+00
-2.804452478885650635e-01,3.599587917327880859e+00
-1.061904072761535645e+00,1.101916217803955078e+01
-2.352334111928939819e-01,3.375094652175903320e+00
-1.431359171867370605e+00,6.988186836242675781e+00
-1.018171668052673340e+00,6.314092636108398438e+00
-1.436743140220642090e+00,1.017463397979736328e+01
-1.853601574897766113e+00,8.479037284851074219e+00
-1.141225218772888184e+00,1.059671592712402344e+01
-4.173415899276733398e-01,9.406572341918945312e+00
-8.579139113426208496e-01,1.063012218475341797e+01
-2.350607633590698242e+00,1.013876628875732422e+01
-5.357150454074144363e-03,1.722394227981567383e+00
-9.856688380241394043e-01,9.424203872680664062e+00
-2.871148586273193359e-01,4.626341819763183594e+00
-1.039597034454345703e+00,7.680378437042236328e+00
-1.339127659797668457e+00,1.036485958099365234e+01
-1.739954948425292969e+00,1.070831394195556641e+01
-4.760471582412719727e-01,1.066203975677490234e+01
-1.474882721900939941e+00,1.044319534301757812e+01
-3.341817557811737061e-01,5.059607982635498047e+00
-9.217779040336608887e-01,7.756563186645507812e+00
-6.445117592811584473e-01,4.192365646362304688e+00
-2.122013568878173828e+00,1.036397647857666016e+01
-1.500370264053344727e+00,9.566603660583496094e+00
-6.011001467704772949e-01,3.984187841415405273e+00
-5.826638936996459961e-01,5.122476577758789062e+00
-1.526838660240173340e+00,1.006915950775146484e+01
-1.260264664888381958e-01,5.719815731048583984e+00
-1.207130670547485352e+00,1.079798412322998047e+01
-7.779133319854736328e-01,7.738877296447753906e+00
-1.911367535591125488e+00,7.676014900207519531e+00
-9.426243901252746582e-01,1.049250698089599609e+01
-1.146629378199577332e-01,2.669345378875732422e+00
-2.213402837514877319e-01,3.913476705551147461e+00
-3.347315192222595215e-01,7.419847011566162109e+00
