5.048854296875000000e+04,2.648829221725463867e-01,4.390810489654541016e+00,-1.919773697853088379e+00,1.316146135330200195e+00,3.188418388366699219e+00,4.978373527526855469e+00,-6.390028476715087891e+00,2.333847045898437500e+00,2.937717914581298828e+00,-1.858735322952270508e+00,3.644606828689575195e+00,-4.406844675540924072e-01,1.250152707099914551e+00,-2.954480648040771484e+00,-4.394537448883056641e+00,3.043371200561523438e+00,6.802086234092712402e-01,-4.506385803222656250e+00,1.398790597915649414e+00,1.664106369018554688e+00,-2.797955989837646484e+00,-4.167321681976318359e+00,3.545160770416259766e+00,3.643915653228759766e-01,-3.899070262908935547e+00,1.986613273620605469e+00,-6.127013266086578369e-02,1.759359478950500488e+00,4.373347091674804688e+01,-8.498477190732955933e-02
5.050200781250000000e+04,2.699283361434936523e-01,4.393149852752685547e+00,-1.926243543624877930e+00,1.326638221740722656e+00,3.187347412109375000e+00,4.973869800567626953e+00,-6.393172264099121094e+00,2.333016395568847656e+00,2.943205833435058594e+00,-1.858846664428710938e+00,3.653259515762329102e+00,-4.466156363487243652e-01,1.250877499580383301e+00,-2.959226608276367188e+00,-4.395218372344970703e+00,3.040347576141357422e+00,6.863522529602050781e-01,-4.512612342834472656e+00,1.393384337425231934e+00,1.664320588111877441e+00,-2.803712129592895508e+00,-4.169095993041992188e+00,3.553847789764404297e+00,3.579612970352172852e-01,-3.894906044006347656e+00,1.983631372451782227e+00,-5.933292210102081299e-02,1.758892178535461426e+00,4.371242141723632812e+01,-7.914275676012039185e-02
5.049048437500000000e+04,2.675524353981018066e-01,4.391561031341552734e+00,-1.924852728843688965e+00,1.324437022209167480e+00,3.189228534698486328e+00,4.976772308349609375e+00,-6.391189575195312500e+00,2.333719015121459961e+00,2.938435077667236328e+00,-1.855602979660034180e+00,3.648953676223754883e+00,-4.458408951759338379e-01,1.251029372215270996e+00,-2.959867000579833984e+00,-4.399836063385009766e+00,3.043095350265502930e+00,6.818525791168212891e-01,-4.514608860015869141e+00,1.396340131759643555e+00,1.668268799781799316e+00,-2.795724391937255859e+00,-4.171464920043945312e+00,3.547507524490356445e+00,3.627068400382995605e-01,-3.896266460418701172e+00,1.985117197036743164e+00,-6.082695722579956055e-02,1.759726285934448242e+00,4.372838973999023438e+01,-7.965261489152908325e-02
5.049213281250000000e+04,2.662446498870849609e-01,4.393004417419433594e+00,-1.921905517578125000e+00,1.322011828422546387e+00,3.187631845474243164e+00,4.977493762969970703e+00,-6.392127990722656250e+00,2.331942796707153320e+00,2.937111854553222656e+00,-1.856569051742553711e+00,3.647459268569946289e+00,-4.462037384510040283e-01,1.250122189521789551e+00,-2.959561824798583984e+00,-4.397688388824462891e+00,3.042406082153320312e+00,6.846878528594970703e-01,-4.510610103607177734e+00,1.398308634757995605e+00,1.665557146072387695e+00,-2.799077272415161133e+00,-4.168838024139404297e+00,3.546768903732299805e+00,3.632782101631164551e-01,-3.897203922271728516e+00,1.983820199966430664e+00,-6.053205579519271851e-02,1.761829495429992676e+00,4.373086166381835938e+01,-7.649403065443038940e-02
5.049455078125000000e+04,2.632071077823638916e-01,4.393545150756835938e+00,-1.923646211624145508e+00,1.325437903404235840e+00,3.187530040740966797e+00,4.975829601287841797e+00,-6.392813682556152344e+00,2.335389137268066406e+00,2.940473556518554688e+00,-1.859063625335693359e+00,3.649936437606811523e+00,-4.452398419380187988e-01,1.251678586006164551e+00,-2.960064172744750977e+00,-4.397024631500244141e+00,3.042048454284667969e+00,6.826757788658142090e-01,-4.515192985534667969e+00,1.395048856735229492e+00,1.666160106658935547e+00,-2.799037933349609375e+00,-4.168552398681640625e+00,3.551542282104492188e+00,3.609471917152404785e-01,-3.894512653350830078e+00,1.984900712966918945e+00,-6.054055318236351013e-02,1.763166666030883789e+00,4.371321868896484375e+01,-7.566142827272415161e-02
5.048908593750000000e+04,2.637107968330383301e-01,4.388660907745361328e+00,-1.924328923225402832e+00,1.320822358131408691e+00,3.190721273422241211e+00,4.977070808410644531e+00,-6.391589164733886719e+00,2.335242748260498047e+00,2.937656641006469727e+00,-1.857005596160888672e+00,3.648205757141113281e+00,-4.392210245132446289e-01,1.252315402030944824e+00,-2.959663391113281250e+00,-4.394957065582275391e+00,3.044306516647338867e+00,6.813970804214477539e-01,-4.510413169860839844e+00,1.395820379257202148e+00,1.666431546211242676e+00,-2.794396400451660156e+00,-4.169313907623291016e+00,3.548322200775146484e+00,3.623493909835815430e-01,-3.897318363189697266e+00,1.985059022903442383e+00,-6.089590862393379211e-02,1.762261390686035156e+00,4.371977615356445312e+01,-8.057751506567001343e-02
5.050129687500000000e+04,2.668062150478363037e-01,4.394248962402343750e+00,-1.926562905311584473e+00,1.324059605598449707e+00,3.188291788101196289e+00,4.973787784576416016e+00,-6.391025543212890625e+00,2.333464860916137695e+00,2.944669008255004883e+00,-1.854618549346923828e+00,3.653858423233032227e+00,-4.464933872222900391e-01,1.252683758735656738e+00,-2.964613914489746094e+00,-4.399830818176269531e+00,3.041717767715454102e+00,6.840049028396606445e-01,-4.516030311584472656e+00,1.389333963394165039e+00,1.670545816421508789e+00,-2.803240060806274414e+00,-4.165733337402343750e+00,3.555598735809326172e+00,3.590124845504760742e-01,-3.890825748443603516e+00,1.986870765686035156e+00,-6.091413646936416626e-02,1.763371109962463379e+00,4.369969558715820312e+01,-7.727878540754318237e-02
5.050553125000000000e+04,2.712453305721282959e-01,4.394147396087646484e+00,-1.928645253181457520e+00,1.331407904624938965e+00,3.191211700439453125e+00,4.975065708160400391e+00,-6.391846179962158203e+00,2.333372831344604492e+00,2.941885232925415039e+00,-1.852876901626586914e+00,3.659864425659179688e+00,-4.508021473884582520e-01,1.254650235176086426e+00,-2.966702461242675781e+00,-4.404186248779296875e+00,3.041687726974487305e+00,6.878477931022644043e-01,-4.522177219390869141e+00,1.390473008155822754e+00,1.676929354667663574e+00,-2.803274631500244141e+00,-4.172288417816162109e+00,3.558128356933593750e+00,3.562266826629638672e-01,-3.889283180236816406e+00,1.986138105392456055e+00,-6.036021932959556580e-02,1.758417725563049316e+00,4.369235992431640625e+01,-7.428697496652603149e-02
5.050701562500000000e+04,2.710035443305969238e-01,4.394506931304931641e+00,-1.927140474319458008e+00,1.327439188957214355e+00,3.190535783767700195e+00,4.974743366241455078e+00,-6.391216278076171875e+00,2.335564136505126953e+00,2.947568178176879883e+00,-1.857907056808471680e+00,3.657051563262939453e+00,-4.519843459129333496e-01,1.250609636306762695e+00,-2.966771125793457031e+00,-4.399991035461425781e+00,3.042473077774047852e+00,6.841629743576049805e-01,-4.517497539520263672e+00,1.391347289085388184e+00,1.672427892684936523e+00,-2.807093381881713867e+00,-4.168952465057373047e+00,3.558069467544555664e+00,3.555212616920471191e-01,-3.890055656433105469e+00,1.986493587493896484e+00,-6.060319766402244568e-02,1.758317351341247559e+00,4.370137405395507812e+01,-7.894075661897659302e-02
5.050658593750000000e+04,2.704691588878631592e-01,4.394652843475341797e+00,-1.925634741783142090e+00,1.328134179115295410e+00,3.188306570053100586e+00,4.976850986480712891e+00,-6.393244266510009766e+00,2.337181091308593750e+00,2.944602966308593750e+00,-1.856233835220336914e+00,3.653795957565307617e+00,-4.486135840415954590e-01,1.252660632133483887e+00,-2.965975999832153320e+00,-4.397777557373046875e+00,3.039993047714233398e+00,6.877467632293701172e-01,-4.513617515563964844e+00,1.392261147499084473e+00,1.666884064674377441e+00,-2.807062625885009766e+00,-4.168824195861816406e+00,3.557074308395385742e+00,3.549293875694274902e-01,-3.892740726470947266e+00,1.985098123550415039e+00,-5.892098322510719299e-02,1.760143041610717773e+00,4.370734405517578125e+01,-7.413934916257858276e-02
