2.200467824935913086e+00,4.606351852416992188e+00
2.521052598953247070e+00,4.513500213623046875e+00
1.579288244247436523e+00,4.677525043487548828e+00
-5.863215923309326172e+00,8.679572939872741699e-01
2.106371641159057617e+00,4.628562927246093750e+00
2.269880533218383789e+00,4.633380889892578125e+00
2.411237955093383789e+00,4.590909004211425781e+00
-2.528239965438842773e+00,3.968995809555053711e+00
2.322042465209960938e+00,4.613228797912597656e+00
2.417360782623291016e+00,4.525994300842285156e+00
2.059897661209106445e+00,4.572678565979003906e+00
1.588459134101867676e+00,4.693141937255859375e+00
2.136223554611206055e+00,4.537555694580078125e+00
2.305741071701049805e+00,4.606876850128173828e+00
2.263152122497558594e+00,4.614879131317138672e+00
-5.938505649566650391e+00,7.598941922187805176e-01
2.505318880081176758e+00,4.456532001495361328e+00
-5.865730762481689453e+00,7.412536740303039551e-01
1.617135643959045410e+00,4.695338726043701172e+00
2.188965320587158203e+00,4.403669834136962891e+00
2.168200969696044922e+00,4.677535057067871094e+00
2.145690679550170898e+00,4.620769977569580078e+00
1.834936499595642090e+00,4.589746475219726562e+00
2.167968034744262695e+00,4.554635047912597656e+00
7.091214060783386230e-01,4.511966705322265625e+00
-5.761860847473144531e+00,8.022866845130920410e-01
1.375724434852600098e+00,4.626039505004882812e+00
1.488370656967163086e+00,4.637663364410400391e+00
2.245581865310668945e+00,4.629017829895019531e+00
-5.931327342987060547e+00,5.865795016288757324e-01
1.880683064460754395e+00,4.659842967987060547e+00
-5.756356239318847656e+00,1.129693746566772461e+00
1.228881478309631348e+00,4.560500144958496094e+00
1.720161676406860352e+00,4.601737499237060547e+00
1.653373479843139648e+00,4.608256340026855469e+00
-5.514518737792968750e+00,1.659827351570129395e+00
2.041982889175415039e+00,4.579920291900634766e+00
2.030859470367431641e+00,4.632460117340087891e+00
-5.806838512420654297e+00,1.038552880287170410e+00
-5.672135353088378906e+00,1.055782675743103027e+00
-9.641761183738708496e-01,4.347002029418945312e+00
